id,entity_type,entity_id,source_name,source_record_id,field,observed_value,observed_language,observed_at,raw_hash,notes
obs_000293,work,work_000012,metatube-bulk,JavBus:SSIS-500,score,0,,2026-09-05T03:30:31.727Z,,
obs_000294,genre,genre_000036,metatube-bulk,,name,汗だく,ja,2026-09-05T03:30:31.727Z,,
obs_000295,genre,genre_000036,metatube-bulk,,name_ja,汗だく,ja,2026-09-05T03:30:31.727Z,,
obs_000296,genre,genre_000037,metatube-bulk,,name,ランジェリー,ja,2026-09-05T03:30:31.727Z,,
obs_000297,genre,genre_000037,metatube-bulk,,name_ja,ランジェリー,ja,2026-09-05T03:30:31.727Z,,
obs_000298,director,director_000010,metatube-bulk,,name,三島六三郎,ja,2026-09-05T03:30:31.727Z,,
obs_000299,director,director_000010,metatube-bulk,,name_ja,三島六三郎,ja,2026-09-05T03:30:31.727Z,,
obs_000300,work,work_000013,metatube-bulk,JavBus:SSIS-600,title,毎晩、コインランドリーで寝落ちした完全無防備のスキだらけ奥さんと洗濯終わりまでハメまくる日々 星宮一花,,2026-09-05T03:30:31.727Z,,
obs_000301,work,work_000013,metatube-bulk,JavBus:SSIS-600,title_ja,毎晩、コインランドリーで寝落ちした完全無防備のスキだらけ奥さんと洗濯終わりまでハメまくる日々 星宮一花,ja,2026-09-05T03:30:31.727Z,,
obs_000302,work,work_000013,metatube-bulk,JavBus:SSIS-600,release_date,2023-01-20,,2026-09-05T03:30:31.727Z,,
obs_000303,work,work_000013,metatube-bulk,JavBus:SSIS-600,duration_min,140,,2026-09-05T03:30:31.727Z,,
obs_000304,work,work_000013,metatube-bulk,JavBus:SSIS-600,cover_url,https://www.javbus.com/pics/cover/9gin_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000305,work,work_000013,metatube-bulk,JavBus:SSIS-600,thumb_url,https://www.javbus.com/pics/thumb/9gin.jpg,,2026-09-05T03:30:31.727Z,,
obs_000306,work,work_000013,metatube-bulk,JavBus:SSIS-600,score,0,,2026-09-05T03:30:31.727Z,,
obs_000307,genre,genre_000038,metatube-bulk,,name,ポルチオ,ja,2026-09-05T03:30:31.727Z,,
obs_000308,genre,genre_000038,metatube-bulk,,name_ja,ポルチオ,ja,2026-09-05T03:30:31.727Z,,
obs_000309,genre,genre_000039,metatube-bulk,,name,デカチン・巨根,ja,2026-09-05T03:30:31.727Z,,
obs_000310,genre,genre_000039,metatube-bulk,,name_ja,デカチン・巨根,ja,2026-09-05T03:30:31.727Z,,
obs_000311,director,director_000011,metatube-bulk,,name,キョウセイ,ja,2026-09-05T03:30:31.727Z,,
obs_000312,director,director_000011,metatube-bulk,,name_ja,キョウセイ,ja,2026-09-05T03:30:31.727Z,,
obs_000313,work,work_000014,metatube-bulk,JavBus:SSIS-700,title,ピストンでエビ反り反応！追撃ピストンで痙攣絶頂！！とどめピストンで大量失禁イキ！！！ 鬼連突き限界アクメを更に超える膣奥オーガズム到達ピストンFUCK 小島みなみ,,2026-09-05T03:30:31.727Z,,
obs_000314,work,work_000014,metatube-bulk,JavBus:SSIS-700,title_ja,ピストンでエビ反り反応！追撃ピストンで痙攣絶頂！！とどめピストンで大量失禁イキ！！！ 鬼連突き限界アクメを更に超える膣奥オーガズム到達ピストンFUCK 小島みなみ,ja,2026-09-05T03:30:31.727Z,,
obs_000315,work,work_000014,metatube-bulk,JavBus:SSIS-700,release_date,2023-05-05,,2026-09-05T03:30:31.727Z,,
obs_000316,work,work_000014,metatube-bulk,JavBus:SSIS-700,duration_min,117,,2026-09-05T03:30:31.727Z,,
obs_000317,work,work_000014,metatube-bulk,JavBus:SSIS-700,cover_url,https://www.javbus.com/pics/cover/9ngr_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000318,work,work_000014,metatube-bulk,JavBus:SSIS-700,thumb_url,https://www.javbus.com/pics/thumb/9ngr.jpg,,2026-09-05T03:30:31.727Z,,
obs_000319,work,work_000014,metatube-bulk,JavBus:SSIS-700,score,0,,2026-09-05T03:30:31.727Z,,
obs_000320,series,series_000006,metatube-bulk,,name,濃厚な接吻とSEX,ja,2026-09-05T03:30:31.727Z,,
obs_000321,series,series_000006,metatube-bulk,,name_ja,濃厚な接吻とSEX,ja,2026-09-05T03:30:31.727Z,,
obs_000322,director,director_000012,metatube-bulk,,name,うさぴょん。,ja,2026-09-05T03:30:31.727Z,,
obs_000323,director,director_000012,metatube-bulk,,name_ja,うさぴょん。,ja,2026-09-05T03:30:31.727Z,,
obs_000324,work,work_000015,metatube-bulk,JavBus:IPX-100,title,ドエロいお姉さんと交わすヨダレだらだらツバだくだく濃厚な接吻とセックス 愛世くらら,,2026-09-05T03:30:31.727Z,,
obs_000325,work,work_000015,metatube-bulk,JavBus:IPX-100,title_ja,ドエロいお姉さんと交わすヨダレだらだらツバだくだく濃厚な接吻とセックス 愛世くらら,ja,2026-09-05T03:30:31.727Z,,
obs_000326,work,work_000015,metatube-bulk,JavBus:IPX-100,release_date,2018-03-03,,2026-09-05T03:30:31.727Z,,
obs_000327,work,work_000015,metatube-bulk,JavBus:IPX-100,duration_min,160,,2026-09-05T03:30:31.727Z,,
obs_000328,work,work_000015,metatube-bulk,JavBus:IPX-100,cover_url,https://www.javbus.com/pics/cover/6eww_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000329,work,work_000015,metatube-bulk,JavBus:IPX-100,thumb_url,https://www.javbus.com/pics/thumb/6eww.jpg,,2026-09-05T03:30:31.727Z,,
obs_000330,work,work_000015,metatube-bulk,JavBus:IPX-100,score,0,,2026-09-05T03:30:31.727Z,,
obs_000331,genre,genre_000040,metatube-bulk,,name,キャバ嬢・風俗嬢,ja,2026-09-05T03:30:31.727Z,,
obs_000332,genre,genre_000040,metatube-bulk,,name_ja,キャバ嬢・風俗嬢,ja,2026-09-05T03:30:31.727Z,,
obs_000333,genre,genre_000041,metatube-bulk,,name,ローション,ja,2026-09-05T03:30:31.727Z,,
obs_000334,genre,genre_000041,metatube-bulk,,name_ja,ローション,ja,2026-09-05T03:30:31.727Z,,
obs_000335,director,director_000013,metatube-bulk,,name,TAKE-D,en,2026-09-05T03:30:31.727Z,,
obs_000336,work,work_000016,metatube-bulk,JavBus:IPX-200,title,フェラチオ大好き過ぎて…絶対即尺！からの本番！連射お約束 凄テクソープ嬢 結城のの,,2026-09-05T03:30:31.727Z,,
obs_000337,work,work_000016,metatube-bulk,JavBus:IPX-200,title_ja,フェラチオ大好き過ぎて…絶対即尺！からの本番！連射お約束 凄テクソープ嬢 結城のの,ja,2026-09-05T03:30:31.727Z,,
obs_000338,work,work_000016,metatube-bulk,JavBus:IPX-200,release_date,2018-09-13,,2026-09-05T03:30:31.727Z,,
obs_000339,work,work_000016,metatube-bulk,JavBus:IPX-200,duration_min,120,,2026-09-05T03:30:31.727Z,,
